live_id,started,end,subject,fee,taken,comment_count,score,message_count,user_id,auth_description,status,short_name,live_num,available_num,great_num,answer_count,articles_count,columns_count,favorite_count,favorited_count,follower_count,following_columns_count,following_count,following_favlists_count,following_question_count,following_topic_count,gender,hosted_live_count,logs_count,marked_answers_count,participated_live_count,pins_count,question_count,thanked_count,user_type,voteup_count,business_name,diploma,school,location
7.57E+17,1473336218,1473955252,这资本寒冬，如你所愿,79,214,14,4.5,99,4605f82d6997f56522167234a646bef2,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,622,114,3,2,59555,200172,70,646,9,2994,52,1,6,1051,62,21,247,5,20295,people,67711,互联网,0,吉林大学,上海
7.39E+17,1469078018,1469808051,VIE 到底是什么？,49,606,70,4.69,89,4605f82d6997f56522167234a646bef2,主讲人已通过实名认证。,ended,商业,532,520,512,622,114,3,2,59555,200172,70,646,9,2994,52,1,6,1051,62,21,247,5,20295,people,67711,互联网,0,吉林大学,上海
7.35E+17,1467946813,1468167190,风险投资行业入门,49,1919,169,4.69,206,4605f82d6997f56522167234a646bef2,主讲人已通过实名认证。,ended,职业,1915,1894,1858,622,114,3,2,59555,200172,70,646,9,2994,52,1,6,1051,62,21,247,5,20295,people,67711,互联网,0,吉林大学,上海
7.27E+17,1466046017,1466348400,直播为什么这么火？,23.3,536,43,4.6,174,4605f82d6997f56522167234a646bef2,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,622,114,3,2,59555,200172,70,646,9,2994,52,1,6,1051,62,21,247,5,20295,people,67711,互联网,0,吉林大学,上海
7.20E+17,1464535967,1464616800,为什么你的商业计划书没人理？,99.9,174,14,4.79,124,4605f82d6997f56522167234a646bef2,主讲人已通过实名认证。,ended,商业,532,520,512,622,114,3,2,59555,200172,70,646,9,2994,52,1,6,1051,62,21,247,5,20295,people,67711,互联网,0,吉林大学,上海
1.03E+18,1537510419,1538142848,出征 S8！咱们 LPL 该夺冠了吗？,9.99,394,105,4.9,514,790fb53ce6f018c7bf23bfc7ad9b562c,主讲人已通过实名认证。,ended,音影游,597,585,580,513,54,3,50,5007,9404,89,457,4,1225,80,1,1,116,11,8,681,28,3264,people,21314,互联网,,,上海
8.41E+17,1493175619,1494945036,从央视名嘴到体育内容创业者,9.99,224,24,4.83,99,c47dfb36c0b63dd2ed5880e15585321d,主讲人已通过实名认证。,ended,体育,245,226,243,1,0,0,0,111,1534,0,0,0,1,5,1,1,0,0,0,0,0,98,people,508,,,,北京
8.30E+17,1490597286,1492002143,从这几个方向判断，值得投资的早期项目原型,9.99,735,74,4.46,30,478439944fec4417c511cd968d80223b,,ended,互联网,1085,1067,1047,4,0,0,1,404,2140,1,7,0,6,4,1,1,0,1,0,0,0,149,people,660,资本投资,0,中欧国际工商学院,上海
8.13E+17,1486617636,1487856153,关于娱乐法的那些故事,19,114,12,4.5,87,0709c2bdbea652f6716c4f91fe4b5ffa,主讲人已通过实名认证。,ended,音影游,597,585,580,19,94,1,0,975,1531,2,27,0,28,59,1,6,18,1,0,67,4,49,people,898,法律,,北京大学,上海
8.02E+17,1484026174,1484748390,投资日本房产，情怀收益兼得,9.99,219,22,2.55,61,d134eb762df18e5c42eb13f6aca74482,,ended,商业,532,520,512,41,1,0,0,79,1213,0,38,0,64,18,1,1,21,1,0,0,12,55,people,136,房地产,0,日本青山学院大学,北京
7.73E+17,1477033465,1478274649,探秘喊麦江湖,29,208,9,4.11,66,be8e970cb2a4cf87580ac3b811d29477,主讲人已通过实名认证。,ended,音影游,597,585,580,1097,272,1,4,30085,148731,102,569,8,1603,51,1,5,204,9,19,11,27,18029,people,112027,特殊教育,0,蓝翔技校,广州
7.52E+17,1472020001,1472566802,游戏主播到底是怎样月入百万的,29,866,67,3.99,155,cb2a478a15c257488846e80af8ef4aa5,,ended,音影游,597,585,580,28,12,0,1,1161,22948,0,47,1,24,35,1,1,0,0,3,3,0,909,people,13507,电子游戏,,,上海
7.47E+17,1470902203,1471784474,美元基金是怎样搭起来的？,49,376,37,4.16,31,9b33b1466943ad5b0dbb914691d9a773,主讲人已通过实名认证。,ended,职业,1915,1894,1858,80,9,0,1,6642,9801,6,80,0,109,3,0,2,2,5,2,1,1,1994,people,12736,,,,香港
7.27E+17,1466148693,1466341200,敲个上市钟,49,395,41,4.49,79,4fb012252bdf5ee276bd506cd332f215,主讲人已通过实名认证。,ended,金融经济,909,891,874,119,94,2,0,87257,209729,42,347,14,413,45,0,3,44,24,31,36,7,17002,people,62118,,0,清华大学,北京
7.22E+17,1464943410,1465135200,创业者的操作系统,99.99,350,42,4.81,88,8b68876001197b3b9cd605b20814616f,,ended,商业,532,520,512,1471,119,3,5,137630,848583,122,2569,8,7549,123,1,3,6014,65,101,3212,1794,48314,people,246007,互联网,,中央财经大学,北京
7.22E+17,1464856861,1464962400,投行那些事儿,29.9,398,28,2.93,69,4fb012252bdf5ee276bd506cd332f215,主讲人已通过实名认证。,ended,职业,1915,1894,1858,119,94,2,0,87257,209729,42,347,14,413,45,0,3,44,24,31,36,7,17002,people,62118,,0,清华大学,北京
7.20E+17,1464346506,1464444000,企业资本结构小知识,9.99,1114,74,4.55,190,52d859fe2edb2f0ab9067483cf6f3ef3,主讲人已通过实名认证。,ended,金融经济,909,891,874,470,44,1,0,44072,111343,41,191,0,803,56,1,4,131,78,37,401,17,12391,people,52695,证券投资,,,上海市
7.18E+17,1463916448,1464008400,如何迅速找到靠谱餐厅,9.99,2395,161,4.06,47,aea2c11c88e584e7c8d36f95e4c00f31,主讲人已通过实名认证。,ended,美食,109,106,102,134,28,5,9,599305,373246,68,637,22,1233,38,0,3,79,22,84,383,14,106866,people,303230,,,复旦大学,上海
8.60E+17,1497847827,1498318900,邹小樱点评金曲奖颁奖礼,9.99,171,16,4.63,175,be8e970cb2a4cf87580ac3b811d29477,主讲人已通过实名认证。,ended,音影游,597,585,580,1097,272,1,4,30085,148731,102,569,8,1603,51,1,5,204,9,19,11,27,18029,people,112027,特殊教育,0,蓝翔技校,广州
8.43E+17,1493690638,1494599415,内容创业，短视频靠谱吗？,9.99,1405,99,4.3,177,be8e970cb2a4cf87580ac3b811d29477,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,1097,272,1,4,30085,148731,102,569,8,1603,51,1,5,204,9,19,11,27,18029,people,112027,特殊教育,0,蓝翔技校,广州
9.40E+17,1516849651,1517754800,孩子应该怎样进行音乐启蒙,39.99,752,122,4.79,112,37a09e01f36cd88427fde1d96c046a4d,主讲人已通过实名认证。,ended,教育,2329,2310,2282,741,115,4,12,22853,263122,54,538,12,1058,18,1,8,44,13,77,51,5,13588,people,127841,,0,中央音乐学院,北京
8.91E+17,1505195528,1507213854,音乐入门课：音乐的基础材料,69,1825,285,4.88,139,37a09e01f36cd88427fde1d96c046a4d,主讲人已通过实名认证。,ended,音影游,597,585,580,741,115,4,12,22853,263122,54,538,12,1058,18,1,8,44,13,77,51,5,13588,people,127841,,0,中央音乐学院,北京
8.15E+17,1486979901,1487167397,从唱片业到互联网，我在中国音乐中的角色转换,5.99,1671,196,4.35,38,774d7aa5b40c6228589c9ea8b1906369,,ended,音影游,597,585,580,0,0,0,0,0,871,0,1,0,0,24,1,1,0,0,0,0,0,0,people,0,,,,北京
8.15E+17,1486985882,1487253828,豆瓣音乐对国内独立音乐的观察与思考？,5.99,536,40,3.73,64,d1c6cda7f81bc09110afa2c5a68db28f,,ended,音影游,597,585,580,4,0,0,0,3,173,0,82,0,27,16,1,1,8,0,4,0,1,2,people,20,互联网,,,北京
8.15E+17,1486987264,1487337489,我是怎样成为一个独立音乐人的？,5.99,2248,396,4.65,67,40c2f836408d8340b9baf8c1b5459327,主讲人已通过实名认证。,ended,音影游,597,585,580,4,0,0,1,2486,20176,0,0,0,4,13,0,1,0,3,0,0,0,3417,people,26000,创意艺术,,,上海
8.15E+17,1486984324,1487596487,游走在机械与人之间的电子乐队,5.99,469,27,4.07,52,53d2c29f488a7c334ea427a04a49380f,,ended,音影游,597,585,580,2,0,0,0,19,86,1,6,0,2,11,1,1,0,0,1,0,0,6,people,20,电子电器,0,中国科学技术大学,上海
8.15E+17,1486986243,1487662022,从四大的咨询师到说唱歌手，我都经历了什么？,5.99,1204,125,4.44,51,8a0113b71130432fa8044b83894c2014,,ended,音影游,597,585,580,0,0,0,0,0,1067,0,4,0,0,7,1,1,0,0,2,0,0,0,people,0,,0,加州大学洛杉矶分校 ( UCLA ),上海
7.88E+17,1480667361,1481638317,内容营销实战 2016！,19,379,27,3.7,115,f9e707ef8109f8f02fecd85c13e1e526,,ended,互联网,1085,1067,1047,59,32,3,7,8343,11973,74,686,8,379,164,1,1,107,0,11,16,12,3500,people,45079,互联网,0,中国人民大学,北京
7.92E+17,1481514686,1482846295,如何设计故事结构，使其精彩动人？,29,1465,144,4.47,86,93de303f63f33f1db533635687df7f0b,主讲人已通过实名认证。,ended,职业,1915,1894,1858,62,93,1,0,53584,56153,11,619,2,1197,2,1,6,0,6,24,177,0,7487,people,90970,,0,北京大学,北京
7.62E+17,1474531936,1474900593,如何写出一个好故事？,29,2624,249,4.58,107,93de303f63f33f1db533635687df7f0b,主讲人已通过实名认证。,ended,教育,2329,2310,2282,62,93,1,0,53584,56153,11,619,2,1197,2,1,6,0,6,24,177,0,7487,people,90970,,0,北京大学,北京
8.05E+17,1484662897,1487430451,入门围棋需要做的准备,49.9,1289,226,4.69,232,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484632779,1487344226,国手带你拆解 AlphaGo 对局,39,131,12,4.83,197,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,科学技术,675,664,662,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
7.85E+17,1479883483,1482845008,三次事业转折后，我成为了花艺老板,66,994,53,4.36,88,d92b6493fcc6e99ce5d328af25113bc8,主讲人已通过实名认证。,ended,职业,1915,1894,1858,4,0,0,1,1046,1595,4,38,0,8,60,1,1,22,0,6,0,3,141,people,389,创意艺术,,Ecoles de Condé,北京
7.85E+17,1479973327,1484053331,?? 如何把控节奏？铃木光司的秘密,59,520,31,4.16,25,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
7.85E+17,1479972815,1482239186,?? 如何写好开头？斯蒂芬 · 金的秘密,59,702,67,3.75,31,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
7.85E+17,1479968857,1481981603,挑选腕表如何入门,9.99,1131,92,3.43,81,25e16eb2905c25537b12c0203fbcd90b,,ended,生活方式,1092,1066,1063,38,1,0,0,56,583,0,3,0,39,28,-1,1,0,0,0,2,0,44,people,141,,,,北京
7.72E+17,1476796983,1479571176,带你围观联合国摩洛哥气候大会,19,1173,56,4.63,476,4956dc0dd364000e254de4a66092b8c4,主讲人已通过实名认证。,ended,科学技术,675,664,662,138,53,2,5,4353,6637,26,395,1,767,171,0,2,302,5,17,732,47,2016,people,17213,环境保护,,,北京
7.39E+17,1468991928,1469349389,生物专业转行数据分析,39,449,37,4.3,148,1226dd3baa23701c8bb28f60e6904a7e,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,110,12,1,1,52221,107168,49,793,2,1051,58,1,3,18,22,25,14,3,9844,people,49092,互联网,0,清华大学,旧金山 (San Francisco)
7.29E+17,1466596925,1466926909,通过数据分析驱动用户增长,17,541,19,3.79,77,1226dd3baa23701c8bb28f60e6904a7e,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,110,12,1,1,52221,107168,49,793,2,1051,58,1,3,18,22,25,14,3,9844,people,49092,互联网,0,清华大学,旧金山 (San Francisco)
9.29E+17,1514261819,1516890713,如何利用美国税改，优化个人资产配置,29.9,122,27,4.78,179,27a0f4c86cb61d60e0eb0e629275dca3,主讲人已通过实名认证。,ended,金融经济,909,891,874,77,5,1,3,14866,43615,27,431,16,585,38,1,1,57,9,10,50,7,4969,people,36335,证券投资,0,哥伦比亚大学 (Columbia University),纽约
7.83E+17,1479439974,1480175966,用知乎和 Quora 数据做学术,9.99,1553,96,4.38,157,5cc7a463c19fc2c9443bd64e3e192c18,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,633,81,2,5,39668,78352,18,393,0,1195,58,1,1,208,0,12,570,36,20815,people,200225,高等教育,0,清华大学,北京
7.84E+17,1479726776,1480170004,对话中美增长大佬：LinkedIn 数据科学和分析总负责人李玥,19.9,1100,76,3.68,70,4d4e58f451b9156f7a96092d757fd218,,ended,互联网,1085,1067,1047,86,142,2,1,46077,50122,4,47,0,92,5,1,3,63,8,1,0,2,3896,people,17420,高新科技,0,Baldwin Wallace College,北京
7.75E+17,1477626965,1478310821,金融行业大数据分析的入门经,12.99,3909,247,4.09,100,565ecfe39f655b6aa87ded16b1f8d887,主讲人已通过实名认证。,ended,职业,1915,1894,1858,46,1,0,5,50409,36060,46,304,2,846,73,0,1,45,1,38,0,1,21501,people,78397,金融,,,上海
7.55E+17,1472798885,1474551465,零基础如何转行学习数据分析？,29,4508,394,4.5,109,f134204e0530c76dd186cadbfe466f22,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,171,2,1,6,99408,47596,50,363,8,853,159,1,2,115,0,20,6,16,13047,people,31104,互联网,,南安普顿大学 (University of Southampton),上海
8.38E+17,1492501928,1493389667,读明：袁崇焕与毛文龙（一）,39,131,28,4.43,90,c1b31a32fddc7476c7562b7350595fa8,主讲人已通过实名认证。,ended,音影游,597,585,580,616,37,2,16,75143,118523,40,393,8,2631,104,0,5,185,3,8,429,13,45522,people,270979,创意艺术,0,北京电影学院,北京
8.30E+17,1490686396,1491060465,读明：1644 北京最后一日,19,326,54,4.41,83,c1b31a32fddc7476c7562b7350595fa8,主讲人已通过实名认证。,ended,阅读写作,520,516,513,616,37,2,16,75143,118523,40,393,8,2631,104,0,5,185,3,8,429,13,45522,people,270979,创意艺术,0,北京电影学院,北京
8.23E+17,1488940604,1490709646,知识体系：求知与博学的关键,9.99,1461,209,4.05,85,184f751e992aa9232e0d1e52bcf3aed4,主讲人已通过实名认证。,ended,阅读写作,520,516,513,42,5,0,4,10093,9087,5,95,0,87,42,1,7,0,0,22,4,0,3730,people,21714,培训,,清华大学,北京
8.22E+17,1488855184,1489830496,从历史书中获得饭局段子,29,269,33,4.27,73,c1b31a32fddc7476c7562b7350595fa8,主讲人已通过实名认证。,ended,阅读写作,520,516,513,616,37,2,16,75143,118523,40,393,8,2631,104,0,5,185,3,8,429,13,45522,people,270979,创意艺术,0,北京电影学院,北京
8.15E+17,1487151085,1488119910,出书：给自己出本书该怎么做？,39,423,51,4.29,74,11e1a6f1a3d1b1971dc70d6a2fa310a9,,ended,阅读写作,520,516,513,589,73,2,2,75935,131401,115,752,1,867,165,1,4,91,16,15,684,5,50844,people,321716,电影录音,0,大学,北京
8.11E+17,1486184937,1486999411,国际音标入门,19,1308,164,4.55,124,de1f7dd4fa0a8097dcd80a30339b1d7f,主讲人已通过实名认证。,ended,教育,2329,2310,2282,84,5,0,2,3093,18655,5,171,0,137,23,1,1,119,3,8,25,17,2099,people,11719,高等教育,0,清華大學,上海
7.75E+17,1477643331,1478308710,一小时了解你是否适合选择教师这个行业,50,2746,295,4.16,94,39539170ee9f3e63ee79bb63a4a31bcc,主讲人已通过实名认证。,ended,职业,1915,1894,1858,429,5,1,3,200106,287069,5,155,1,1244,0,0,3,247,0,32,230,14,151358,people,1194680,教育,,,
8.19E+17,1488119247,1491489316,互联网流量作弊的秘密,19,4724,312,4.48,135,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478446799,1483627830,?? 如何规划数据职业生涯？,59,2292,129,4.69,167,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478446661,1483026232,?? 如何用数据武装运营工作？,59,2264,108,4.64,118,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478446199,1482421601,?? 有价值的数据应该如何交易？,59,1917,74,4.68,120,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478446001,1481816377,?? 怎样用数据洞察你的用户？,59,2311,124,4.65,109,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478445832,1481212722,?? 如何用数据来挣钱？,59,2310,148,4.62,133,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
7.79E+17,1478445653,1480607809,?? 大数据是否能改造你的行业？,59,2237,189,4.68,156,9efbf8046bca659721129b4104111590,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,176,64,3,1,67216,70972,0,31,0,272,12,-1,10,89,11,41,733,17,8023,people,98973,,,清华大学,北京市
9.15E+17,1510911127,1511964515,程序员跳槽时，如何正确做好职业规划？,10.24,539,42,4.5,119,d98018aa7a13a0464305252d641e42b5,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,0,2,0,4,254,4839,3,27,0,8,19,0,28,4,0,7,2,1,0,people,79,互联网,0,华东理工大学,上海
8.92E+17,1505457966,1507730577,程序员跳槽时，如何优雅地谈薪水？,15.9,1313,102,4.72,87,d98018aa7a13a0464305252d641e42b5,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,0,2,0,4,254,4839,3,27,0,8,19,0,28,4,0,7,2,1,0,people,79,互联网,0,华东理工大学,上海
8.69E+17,1500002607,1501682892,大数据在金融领域有何应用？,10.24,1023,75,4.17,92,d98018aa7a13a0464305252d641e42b5,主讲人已通过实名认证。,ended,科学技术,675,664,662,0,2,0,4,254,4839,3,27,0,8,19,0,28,4,0,7,2,1,0,people,79,互联网,0,华东理工大学,上海
8.69E+17,1499928600,1501078428,大数据工程师技术面试攻略,10.24,1273,97,4.6,128,d98018aa7a13a0464305252d641e42b5,主讲人已通过实名认证。,ended,科学技术,675,664,662,0,2,0,4,254,4839,3,27,0,8,19,0,28,4,0,7,2,1,0,people,79,互联网,0,华东理工大学,上海
8.35E+17,1491805038,1492695424,营销「作弊」指南：人性的弱点,9.99,1452,179,4.54,115,2a369772660ff5634dd49adcb034c1d3,主讲人已通过实名认证。,ended,商业,532,520,512,1024,206,0,4,302657,106426,7,540,0,1368,66,1,10,77,3,40,766,4,43829,people,167118,互联网,,对外经济贸易大学 (UIBE),北京
8.05E+17,1484745914,1488639252,围棋基础吃子技巧,49.9,1100,122,4.84,220,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484746107,1489849679,围棋的术语与招式,49.9,1088,84,4.9,244,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484746324,1491060570,围棋的近战技巧与思想,49.9,1080,62,4.92,255,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484746823,1492267787,围棋布局的基础,49.9,1119,61,4.93,187,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484746651,1493478303,围棋里的「死活」,49.9,1069,46,4.8,201,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484747133,1494687391,围棋里的进攻战术,49.9,1070,38,4.95,176,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484747305,1495898046,围棋的收官基础知识,49.9,1062,29,4.9,172,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484747451,1497105796,围棋经典棋局讲解,49.9,1073,33,4.82,106,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
8.05E+17,1484747616,1498317326,围棋的时局欣赏与回顾,49.9,1060,27,5,254,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,体育,245,226,243,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
7.95E+17,1482389952,1483970051,如何把故事「讲」好？,9.99,919,76,4.37,126,82358dd47c5bc6c2422ea8cdf0be6916,主讲人已通过实名认证。,ended,艺术,595,590,584,1206,29,1,15,24003,4797,21,433,47,1936,97,1,2,20,1,5,11,1,5553,people,22733,艺术娱乐,0,哈尔滨工业大学,成都
7.84E+17,1479712807,1480775356,深入浅出说围棋人工智能,25,267,26,4.73,293,5b67d9a1eb450f8db94b384b173f0917,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,84,13,1,0,53839,99822,12,293,0,183,46,1,33,35,13,100,113,0,9436,people,24246,高新科技,,,北京
7.42E+17,1469675376,1470059096,关于京剧的一切,9.99,614,74,4.72,285,1b8ce46663d5d130ce1b897ce7d0bc45,主讲人已通过实名认证。,ended,音影游,597,585,580,218,53,2,10,12257,17293,47,711,22,425,35,1,3,100,5,3,5,9,5018,people,29607,建筑设备,0,纽约大学 (New York University),纽约
1.00E+18,1531731523,1532682594,悬疑小史：我们为什么沉迷「烧脑」？,19.9,5044,194,4.38,20,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
8.25E+17,1489558403,1491397872,写好小说，需要准备些什么？,9.99,979,101,3.78,27,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
7.85E+17,1479973583,1484831065,?? 如何写活人物？站在面前的冉阿让,59,572,30,4.13,26,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
7.85E+17,1479973103,1483016933,?? 如何构思情节？《病毒》的前世今生,59,643,43,4.35,26,30644eca0cb42c65b34ffee7094768ad,主讲人已通过实名认证。,ended,阅读写作,520,516,513,289,151,1,0,54080,154952,2,53,0,305,19,1,7,12,17,0,46,2,16580,people,148047,创意艺术,,,上海
8.18E+17,1487757980,1490193451,如何从零开始做好内容运营,9.99,1955,215,4.42,115,a25479e5b3ae921f797cba2e164ca1e2,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,151,138,1,7,8558,4443,6,58,0,219,33,1,1,149,0,7,12,27,999,people,8601,互联网,0,中南民族大学,上海
8.51E+17,1495596555,1496153163,如何策划或写作一本畅销书？,29.99,139,18,4.39,89,07efe3374249dd91011b66cd86248c23,主讲人已通过实名认证。,ended,阅读写作,520,516,513,354,12,0,6,18572,22694,28,673,15,875,78,1,1,153,2,4,1134,27,10229,people,65366,互联网,,抚顺一中,杭州
8.27E+17,1489841397,1490537526,《色，戒》：从张爱玲到李安,29,242,40,4.55,158,48198c35a6771b28ca52022fe1633471,主讲人已通过实名认证。,ended,音影游,597,585,580,1,4,0,2,3,559,1,29,0,3,54,1,1,0,0,0,3,0,1,people,5,高等教育,,,上海
8.05E+17,1484751453,1485703562,哔哩哔哩用户画像分析,9.99,5382,678,4.39,64,b7ebd539ed5b95ad8f92eab64b565867,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,136,9,3,22,44392,24521,159,511,21,1109,76,1,4,471,7,6,15,40,11411,people,56880,信息传媒,0,复旦,上海
8.03E+17,1484197166,1484749756,我对普洱熟茶的看法,20,211,30,4.83,54,1c786596a185862874c0e4eeadd0211f,主讲人已通过实名认证。,ended,美食,109,106,102,18,10,1,0,35322,37006,1,44,1,45,4,0,7,6,12,4,0,2,7637,people,22476,,,,
8.03E+17,1484121061,1485178937,合格猫奴养成记,9.99,2511,465,4.87,139,830461c3800b8bf9f48f9579c20cd671,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,177,22,2,6,31944,30000,76,573,16,3310,50,0,2,225,0,87,851,32,3119,people,22768,博彩,,HUST,上海
7.96E+17,1482470652,1483709617,服装设计师与买手如何做市场调研？,39,501,80,4.34,114,30ddccc0a9847e858fa6ce26b182cfb1,主讲人已通过实名认证。,ended,设计,380,377,371,282,962,1,3,55216,51914,15,55,0,461,54,0,12,15,10,4,1474,2,8097,people,30901,服装业,,香港大学,上海
7.92E+17,1481600150,1483627012,如何识别食品包装袋的安全隐患？,19.9,131,8,4.75,127,9cc51bdba2c3afa03072147118c7c0a9,主讲人已通过实名认证。,ended,医学健康,422,416,415,364,60,1,0,39162,77486,11,123,2,809,53,1,9,36,70,2,34,3,18986,people,100045,,0,北京大学,北京
7.93E+17,1481788500,1482764407,商业演出揭秘，带你看透演唱会！,39,248,41,4.8,109,4de74923f1f636058b78598bd95c95e8,主讲人已通过实名认证。,ended,音影游,597,585,580,3,3,0,1,62,333,2,5,0,4,12,1,1,0,0,0,3,0,4,people,82,,0,复旦大学,北京
7.83E+17,1479364655,1481378717,跟我淘遍全球最适合自己的香水,2.32,2362,127,4.58,158,cdc534bb0eb3ea0d30210d11b19f1998,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,153,43,2,5,179352,274009,40,297,1,801,310,0,4,77,42,15,35,3,35032,people,103969,,,,深圳市
7.82E+17,1479291387,1480597735,回家吃碗落脚面,20,889,70,3.73,99,cbb638e53403e22d95b21e0f693bc04f,,ended,美食,109,106,102,17,73,1,1,3887,8551,0,2,0,18,5,1,1,0,0,0,78,0,25,people,5511,,0,毕业于北京大学哲学系,中国，北京市，东城区
